date,product,sku,quantity,unit_type,applied_cost_per_quantity,gross_amount,discount_amount,net_amount,username,organization,repository,cost_center_name,model
2026-05-12,copilot,copilot_premium_request,48,request,0.04,1.92,0.29,1.63,erin,acme-mobile,android-app,Mobile,Auto: Claude Haiku 4.5
2026-05-12,copilot,copilot_premium_request,72,request,0.04,2.88,0.43,2.45,mallory,acme-mobile,ios-app,Mobile,Claude Opus 4.7
2026-05-12,copilot,copilot_premium_request,34,request,0.04,1.36,0.20,1.16,frank,acme-frontend,design-system,Frontend,GPT-5.3-Codex
2026-05-12,copilot,copilot_premium_request,43,request,0.04,1.72,0.26,1.46,frank,acme-frontend,web-dashboard,Frontend,Auto: GPT-5.3-Codex
2026-05-12,copilot,copilot_premium_request,62,request,0.04,2.48,0.37,2.11,grace,acme-frontend,web-dashboard,Frontend,Claude Sonnet 4.6
2026-05-12,copilot,copilot_premium_request,59,request,0.04,2.36,0.35,2.01,grace,acme-frontend,design-system,Frontend,Auto: Claude Haiku 4.5
2026-05-12,copilot,copilot_premium_request,38,request,0.04,1.52,0.23,1.29,oscar,acme-frontend,web-dashboard,Frontend,GPT-5.4
2026-05-12,copilot,copilot_premium_request,49,request,0.04,1.96,0.29,1.67,oscar,acme-frontend,design-system,Frontend,Auto: Claude Sonnet 4.6
2026-05-13,copilot,copilot_premium_request,59,request,0.04,2.36,0.35,2.01,alice,acme-platform,billing-service,Platform Engineering,Auto: Claude Sonnet 4.6
2026-05-13,copilot,copilot_premium_request,61,request,0.04,2.44,0.37,2.07,alice,acme-platform,infra-tools,Platform Engineering,Claude Sonnet 4.6
2026-05-13,copilot,copilot_premium_request,48,request,0.04,1.92,0.29,1.63,bob,acme-platform,core-api,Platform Engineering,GPT-5.4
2026-05-13,copilot,copilot_premium_request,37,request,0.04,1.48,0.22,1.26,bob,acme-platform,infra-tools,Platform Engineering,Claude Opus 4.7
2026-05-13,copilot,copilot_premium_request,56,request,0.04,2.24,0.34,1.90,heidi,acme-platform,billing-service,Platform Engineering,Claude Opus 4.7
2026-05-13,copilot,copilot_premium_request,29,request,0.04,1.16,0.17,0.99,ivan,acme-platform,core-api,Platform Engineering,Auto: Claude Sonnet 4.6
2026-05-13,copilot,copilot_premium_request,40,request,0.04,1.60,0.24,1.36,ivan,acme-platform,core-api,Platform Engineering,Auto: GPT-5.3-Codex
2026-05-13,copilot,copilot_premium_request,56,request,0.04,2.24,0.34,1.90,carol,acme-data,feature-store,Data Science,Claude Sonnet 4.6
2026-05-13,copilot,copilot_premium_request,57,request,0.04,2.28,0.34,1.94,carol,acme-data,feature-store,Data Science,Claude Sonnet 4.6
2026-05-13,copilot,copilot_premium_request,55,request,0.04,2.20,0.33,1.87,dave,acme-data,feature-store,Data Science,Claude Haiku 4.5
2026-05-13,copilot,copilot_premium_request,62,request,0.04,2.48,0.37,2.11,dave,acme-data,ml-pipeline,Data Science,Auto: Claude Haiku 4.5
2026-05-13,copilot,copilot_premium_request,39,request,0.04,1.56,0.23,1.33,judy,acme-data,feature-store,Data Science,Claude Sonnet 4.6
2026-05-13,copilot,copilot_premium_request,26,request,0.04,1.04,0.16,0.88,judy,acme-data,ml-pipeline,Data Science,Auto: Claude Sonnet 4.6
2026-05-13,copilot,copilot_premium_request,69,request,0.04,2.76,0.41,2.35,erin,acme-mobile,ios-app,Mobile,Claude Opus 4.7
2026-05-13,copilot,copilot_premium_request,82,request,0.04,3.28,0.49,2.79,frank,acme-frontend,web-dashboard,Frontend,Auto: Claude Sonnet 4.6
2026-05-13,copilot,copilot_premium_request,50,request,0.04,2.00,0.30,1.70,grace,acme-frontend,web-dashboard,Frontend,Auto: GPT-5.3-Codex
2026-05-13,copilot,copilot_premium_request,83,request,0.04,3.32,0.50,2.82,oscar,acme-frontend,web-dashboard,Frontend,Claude Sonnet 4.6
2026-05-14,copilot,copilot_premium_request,32,request,0.04,1.28,0.19,1.09,alice,acme-platform,infra-tools,Platform Engineering,Auto: GPT-5.3-Codex
2026-05-14,copilot,copilot_premium_request,33,request,0.04,1.32,0.20,1.12,bob,acme-platform,core-api,Platform Engineering,Auto: Claude Sonnet 4.6
2026-05-14,copilot,copilot_premium_request,37,request,0.04,1.48,0.22,1.26,heidi,acme-platform,infra-tools,Platform Engineering,Claude Sonnet 4.6
2026-05-14,copilot,copilot_premium_request,52,request,0.04,2.08,0.31,1.77,heidi,acme-platform,infra-tools,Platform Engineering,Auto: Claude Haiku 4.5
2026-05-14,copilot,copilot_premium_request,85,request,0.04,3.40,0.51,2.89,ivan,acme-platform,core-api,Platform Engineering,Claude Sonnet 4.6
2026-05-14,copilot,copilot_premium_request,81,request,0.04,3.24,0.49,2.75,ivan,acme-platform,billing-service,Platform Engineering,Code Review model
2026-05-14,copilot,copilot_premium_request,37,request,0.04,1.48,0.22,1.26,carol,acme-data,ml-pipeline,Data Science,Auto: Claude Sonnet 4.6
2026-05-14,copilot,copilot_premium_request,43,request,0.04,1.72,0.26,1.46,carol,acme-data,feature-store,Data Science,Auto: Claude Sonnet 4.6
2026-05-14,copilot,copilot_premium_request,58,request,0.04,2.32,0.35,1.97,dave,acme-data,ml-pipeline,Data Science,Claude Sonnet 4.6
2026-05-14,copilot,copilot_premium_request,42,request,0.04,1.68,0.25,1.43,dave,acme-data,ml-pipeline,Data Science,GPT-5.3-Codex
2026-05-14,copilot,copilot_premium_request,66,request,0.04,2.64,0.40,2.24,judy,acme-data,feature-store,Data Science,Auto: GPT-5.3-Codex
2026-05-14,copilot,copilot_premium_request,60,request,0.04,2.40,0.36,2.04,judy,acme-data,feature-store,Data Science,GPT-5.3-Codex
2026-05-14,copilot,copilot_premium_request,43,request,0.04,1.72,0.26,1.46,erin,acme-mobile,ios-app,Mobile,Claude Opus 4.7
2026-05-14,copilot,copilot_premium_request,28,request,0.04,1.12,0.17,0.95,mallory,acme-mobile,ios-app,Mobile,GPT-5.3-Codex
2026-05-14,copilot,copilot_premium_request,51,request,0.04,2.04,0.31,1.73,frank,acme-frontend,design-system,Frontend,Claude Opus 4.7
2026-05-14,copilot,copilot_premium_request,61,request,0.04,2.44,0.37,2.07,frank,acme-frontend,design-system,Frontend,Gemini 2.5 Pro
2026-05-14,copilot,copilot_premium_request,42,request,0.04,1.68,0.25,1.43,grace,acme-frontend,web-dashboard,Frontend,Auto: Claude Sonnet 4.6
2026-05-14,copilot,copilot_premium_request,55,request,0.04,2.20,0.33,1.87,oscar,acme-frontend,design-system,Frontend,GPT-5.3-Codex
2026-05-15,copilot,copilot_premium_request,80,request,0.04,3.20,0.48,2.72,alice,acme-platform,infra-tools,Platform Engineering,Claude Sonnet 4.6
2026-05-15,copilot,copilot_premium_request,32,request,0.04,1.28,0.19,1.09,bob,acme-platform,core-api,Platform Engineering,Claude Haiku 4.5
2026-05-15,copilot,copilot_premium_request,37,request,0.04,1.48,0.22,1.26,bob,acme-platform,billing-service,Platform Engineering,Gemini 2.5 Pro
2026-05-15,copilot,copilot_premium_request,60,request,0.04,2.40,0.36,2.04,ivan,acme-platform,billing-service,Platform Engineering,GPT-5.3-Codex
2026-05-15,copilot,copilot_premium_request,40,request,0.04,1.60,0.24,1.36,carol,acme-data,ml-pipeline,Data Science,GPT-5.3-Codex
2026-05-15,copilot,copilot_premium_request,27,request,0.04,1.08,0.16,0.92,carol,acme-data,ml-pipeline,Data Science,Gemini 2.5 Pro
2026-05-15,copilot,copilot_premium_request,38,request,0.04,1.52,0.23,1.29,dave,acme-data,feature-store,Data Science,Claude Sonnet 4.6
2026-05-15,copilot,copilot_premium_request,40,request,0.04,1.60,0.24,1.36,dave,acme-data,feature-store,Data Science,Auto: Claude Haiku 4.5
2026-05-15,copilot,copilot_premium_request,36,request,0.04,1.44,0.22,1.22,judy,acme-data,ml-pipeline,Data Science,Claude Sonnet 4.6
2026-05-15,copilot,copilot_premium_request,43,request,0.04,1.72,0.26,1.46,judy,acme-data,ml-pipeline,Data Science,Auto: Gemini 2.5 Pro
2026-05-15,copilot,copilot_premium_request,63,request,0.04,2.52,0.38,2.14,erin,acme-mobile,ios-app,Mobile,GPT-5.3-Codex
2026-05-15,copilot,copilot_premium_request,30,request,0.04,1.20,0.18,1.02,frank,acme-frontend,design-system,Frontend,Claude Sonnet 4.6
2026-05-15,copilot,copilot_premium_request,43,request,0.04,1.72,0.26,1.46,frank,acme-frontend,web-dashboard,Frontend,Auto: Claude Sonnet 4.6
2026-05-15,copilot,copilot_premium_request,51,request,0.04,2.04,0.31,1.73,grace,acme-frontend,design-system,Frontend,Gemini 2.5 Pro
2026-05-15,copilot,copilot_premium_request,60,request,0.04,2.40,0.36,2.04,oscar,acme-frontend,web-dashboard,Frontend,Auto: Gemini 2.5 Pro
2026-05-16,copilot,copilot_premium_request,31,request,0.04,1.24,0.19,1.05,alice,acme-platform,core-api,Platform Engineering,Auto: Claude Sonnet 4.6
2026-05-16,copilot,copilot_premium_request,24,request,0.04,0.96,0.14,0.82,alice,acme-platform,core-api,Platform Engineering,Auto: Gemini 2.5 Pro
2026-05-16,copilot,copilot_premium_request,22,request,0.04,0.88,0.13,0.75,bob,acme-platform,core-api,Platform Engineering,Auto: Claude Haiku 4.5
2026-05-16,copilot,copilot_premium_request,15,request,0.04,0.60,0.09,0.51,bob,acme-platform,infra-tools,Platform Engineering,Claude Sonnet 4.6
2026-05-16,copilot,copilot_premium_request,16,request,0.04,0.64,0.10,0.54,ivan,acme-platform,core-api,Platform Engineering,Auto: Claude Haiku 4.5
2026-05-16,copilot,copilot_premium_request,15,request,0.04,0.60,0.09,0.51,judy,acme-data,feature-store,Data Science,Claude Sonnet 4.6
2026-05-16,copilot,copilot_premium_request,17,request,0.04,0.68,0.10,0.58,judy,acme-data,feature-store,Data Science,Claude Opus 4.7
2026-05-16,copilot,copilot_premium_request,25,request,0.04,1.00,0.15,0.85,erin,acme-mobile,android-app,Mobile,Auto: Gemini 2.5 Pro
2026-05-16,copilot,copilot_premium_request,22,request,0.04,0.88,0.13,0.75,mallory,acme-mobile,android-app,Mobile,Claude Sonnet 4.6
2026-05-16,copilot,copilot_premium_request,23,request,0.04,0.92,0.14,0.78,mallory,acme-mobile,android-app,Mobile,Auto: Claude Sonnet 4.6
2026-05-16,copilot,copilot_premium_request,32,request,0.04,1.28,0.19,1.09,grace,acme-frontend,web-dashboard,Frontend,Claude Sonnet 4.6
2026-05-16,copilot,copilot_premium_request,37,request,0.04,1.48,0.22,1.26,grace,acme-frontend,web-dashboard,Frontend,Claude Sonnet 4.6
2026-05-16,copilot,copilot_premium_request,22,request,0.04,0.88,0.13,0.75,oscar,acme-frontend,design-system,Frontend,Claude Haiku 4.5
2026-05-17,copilot,copilot_premium_request,16,request,0.04,0.64,0.10,0.54,alice,acme-platform,billing-service,Platform Engineering,Auto: Claude Sonnet 4.6
2026-05-17,copilot,copilot_premium_request,23,request,0.04,0.92,0.14,0.78,bob,acme-platform,billing-service,Platform Engineering,Auto: GPT-5.3-Codex
2026-05-17,copilot,copilot_premium_request,29,request,0.04,1.16,0.17,0.99,bob,acme-platform,core-api,Platform Engineering,GPT-5.3-Codex
2026-05-17,copilot,copilot_premium_request,28,request,0.04,1.12,0.17,0.95,heidi,acme-platform,billing-service,Platform Engineering,Auto: GPT-5.3-Codex
2026-05-17,copilot,copilot_premium_request,30,request,0.04,1.20,0.18,1.02,ivan,acme-platform,core-api,Platform Engineering,Auto: GPT-5.3-Codex
2026-05-17,copilot,copilot_premium_request,22,request,0.04,0.88,0.13,0.75,carol,acme-data,ml-pipeline,Data Science,Auto: Claude Sonnet 4.6
2026-05-17,copilot,copilot_premium_request,18,request,0.04,0.72,0.11,0.61,carol,acme-data,feature-store,Data Science,Auto: GPT-5.3-Codex
2026-05-17,copilot,copilot_premium_request,26,request,0.04,1.04,0.16,0.88,dave,acme-data,feature-store,Data Science,Claude Opus 4.7
2026-05-17,copilot,copilot_premium_request,33,request,0.04,1.32,0.20,1.12,erin,acme-mobile,ios-app,Mobile,Claude Haiku 4.5
2026-05-17,copilot,copilot_premium_request,27,request,0.04,1.08,0.16,0.92,erin,acme-mobile,android-app,Mobile,Code Review model
2026-05-17,copilot,copilot_premium_request,18,request,0.04,0.72,0.11,0.61,mallory,acme-mobile,ios-app,Mobile,Claude Opus 4.7
2026-05-17,copilot,copilot_premium_request,19,request,0.04,0.76,0.11,0.65,frank,acme-frontend,web-dashboard,Frontend,GPT-5.4
2026-05-17,copilot,copilot_premium_request,11,request,0.04,0.44,0.07,0.37,grace,acme-frontend,design-system,Frontend,Claude Opus 4.7
2026-05-17,copilot,copilot_premium_request,16,request,0.04,0.64,0.10,0.54,grace,acme-frontend,design-system,Frontend,Claude Sonnet 4.6
2026-05-18,copilot,copilot_premium_request,63,request,0.04,2.52,0.38,2.14,alice,acme-platform,infra-tools,Platform Engineering,Gemini 2.5 Pro
2026-05-18,copilot,copilot_premium_request,99,request,0.04,3.96,0.59,3.37,alice,acme-platform,billing-service,Platform Engineering,Claude Haiku 4.5
2026-05-18,copilot,copilot_premium_request,80,request,0.04,3.20,0.48,2.72,bob,acme-platform,infra-tools,Platform Engineering,Code Review model
2026-05-18,copilot,copilot_premium_request,57,request,0.04,2.28,0.34,1.94,bob,acme-platform,infra-tools,Platform Engineering,Auto: Claude Sonnet 4.6
2026-05-18,copilot,copilot_premium_request,47,request,0.04,1.88,0.28,1.60,heidi,acme-platform,core-api,Platform Engineering,Claude Opus 4.7
2026-05-18,copilot,copilot_premium_request,67,request,0.04,2.68,0.40,2.28,ivan,acme-platform,billing-service,Platform Engineering,Claude Sonnet 4.6
2026-05-18,copilot,copilot_premium_request,83,request,0.04,3.32,0.50,2.82,ivan,acme-platform,billing-service,Platform Engineering,Auto: Claude Sonnet 4.6
2026-05-18,copilot,copilot_premium_request,75,request,0.04,3.00,0.45,2.55,carol,acme-data,ml-pipeline,Data Science,Auto: Claude Sonnet 4.6
2026-05-18,copilot,copilot_premium_request,56,request,0.04,2.24,0.34,1.90,carol,acme-data,ml-pipeline,Data Science,Auto: GPT-5.3-Codex
2026-05-18,copilot,copilot_premium_request,55,request,0.04,2.20,0.33,1.87,judy,acme-data,feature-store,Data Science,GPT-5.3-Codex
2026-05-18,copilot,copilot_premium_request,69,request,0.04,2.76,0.41,2.35,judy,acme-data,ml-pipeline,Data Science,Claude Haiku 4.5
2026-05-18,copilot,copilot_premium_request,37,request,0.04,1.48,0.22,1.26,erin,acme-mobile,ios-app,Mobile,Gemini 2.5 Pro
2026-05-18,copilot,copilot_premium_request,49,request,0.04,1.96,0.29,1.67,mallory,acme-mobile,android-app,Mobile,Auto: Claude Sonnet 4.6
2026-05-18,copilot,copilot_premium_request,47,request,0.04,1.88,0.28,1.60,mallory,acme-mobile,android-app,Mobile,Auto: Claude Sonnet 4.6
2026-05-18,copilot,copilot_premium_request,56,request,0.04,2.24,0.34,1.90,grace,acme-frontend,web-dashboard,Frontend,Claude Opus 4.7
2026-05-18,copilot,copilot_premium_request,27,request,0.04,1.08,0.16,0.92,oscar,acme-frontend,web-dashboard,Frontend,Auto: Claude Haiku 4.5
2026-05-18,copilot,copilot_premium_request,26,request,0.04,1.04,0.16,0.88,oscar,acme-frontend,web-dashboard,Frontend,Claude Sonnet 4.6
2026-05-19,copilot,copilot_premium_request,45,request,0.04,1.80,0.27,1.53,alice,acme-platform,core-api,Platform Engineering,Code Review model
2026-05-19,copilot,copilot_premium_request,39,request,0.04,1.56,0.23,1.33,alice,acme-platform,core-api,Platform Engineering,Auto: GPT-5.3-Codex
2026-05-19,copilot,copilot_premium_request,55,request,0.04,2.20,0.33,1.87,bob,acme-platform,billing-service,Platform Engineering,Auto: Claude Sonnet 4.6
2026-05-19,copilot,copilot_premium_request,49,request,0.04,1.96,0.29,1.67,bob,acme-platform,infra-tools,Platform Engineering,GPT-5.4
2026-05-19,copilot,copilot_premium_request,47,request,0.04,1.88,0.28,1.60,heidi,acme-platform,billing-service,Platform Engineering,GPT-5.4
2026-05-19,copilot,copilot_premium_request,61,request,0.04,2.44,0.37,2.07,carol,acme-data,feature-store,Data Science,Auto: GPT-5.3-Codex
2026-05-19,copilot,copilot_premium_request,62,request,0.04,2.48,0.37,2.11,dave,acme-data,feature-store,Data Science,Auto: Claude Sonnet 4.6
2026-05-19,copilot,copilot_premium_request,66,request,0.04,2.64,0.40,2.24,dave,acme-data,feature-store,Data Science,Auto: GPT-5.3-Codex
2026-05-19,copilot,copilot_premium_request,80,request,0.04,3.20,0.48,2.72,judy,acme-data,feature-store,Data Science,Gemini 2.5 Pro
2026-05-19,copilot,copilot_premium_request,56,request,0.04,2.24,0.34,1.90,judy,acme-data,feature-store,Data Science,Auto: GPT-5.3-Codex
2026-05-19,copilot,copilot_premium_request,79,request,0.04,3.16,0.47,2.69,erin,acme-mobile,ios-app,Mobile,GPT-5.4
2026-05-19,copilot,copilot_premium_request,90,request,0.04,3.60,0.54,3.06,erin,acme-mobile,ios-app,Mobile,Auto: Gemini 2.5 Pro
2026-05-19,copilot,copilot_premium_request,40,request,0.04,1.60,0.24,1.36,mallory,acme-mobile,android-app,Mobile,Auto: GPT-5.3-Codex
2026-05-19,copilot,copilot_premium_request,37,request,0.04,1.48,0.22,1.26,frank,acme-frontend,design-system,Frontend,Auto: GPT-5.3-Codex
2026-05-19,copilot,copilot_premium_request,49,request,0.04,1.96,0.29,1.67,frank,acme-frontend,web-dashboard,Frontend,Claude Sonnet 4.6
2026-05-19,copilot,copilot_premium_request,37,request,0.04,1.48,0.22,1.26,oscar,acme-frontend,design-system,Frontend,Claude Haiku 4.5
2026-05-20,copilot,copilot_premium_request,35,request,0.04,1.40,0.21,1.19,heidi,acme-platform,core-api,Platform Engineering,Claude Haiku 4.5
2026-05-20,copilot,copilot_premium_request,61,request,0.04,2.44,0.37,2.07,heidi,acme-platform,billing-service,Platform Engineering,Claude Opus 4.7
2026-05-20,copilot,copilot_premium_request,31,request,0.04,1.24,0.19,1.05,ivan,acme-platform,infra-tools,Platform Engineering,Claude Sonnet 4.6
2026-05-20,copilot,copilot_premium_request,79,request,0.04,3.16,0.47,2.69,carol,acme-data,feature-store,Data Science,GPT-5.3-Codex
2026-05-20,copilot,copilot_premium_request,29,request,0.04,1.16,0.17,0.99,dave,acme-data,feature-store,Data Science,Claude Opus 4.7
2026-05-20,copilot,copilot_premium_request,46,request,0.04,1.84,0.28,1.56,dave,acme-data,ml-pipeline,Data Science,Claude Opus 4.7
2026-05-20,copilot,copilot_premium_request,83,request,0.04,3.32,0.50,2.82,judy,acme-data,ml-pipeline,Data Science,Auto: Claude Sonnet 4.6
2026-05-20,copilot,copilot_premium_request,94,request,0.04,3.76,0.56,3.20,judy,acme-data,feature-store,Data Science,GPT-5.4
2026-05-20,copilot,copilot_premium_request,80,request,0.04,3.20,0.48,2.72,erin,acme-mobile,ios-app,Mobile,Gemini 2.5 Pro
2026-05-20,copilot,copilot_premium_request,66,request,0.04,2.64,0.40,2.24,erin,acme-mobile,ios-app,Mobile,GPT-5.3-Codex
2026-05-20,copilot,copilot_premium_request,50,request,0.04,2.00,0.30,1.70,mallory,acme-mobile,android-app,Mobile,GPT-5.3-Codex
2026-05-20,copilot,copilot_premium_request,60,request,0.04,2.40,0.36,2.04,frank,acme-frontend,design-system,Frontend,Claude Sonnet 4.6
2026-05-20,copilot,copilot_premium_request,77,request,0.04,3.08,0.46,2.62,grace,acme-frontend,web-dashboard,Frontend,Claude Sonnet 4.6
2026-05-20,copilot,copilot_premium_request,59,request,0.04,2.36,0.35,2.01,grace,acme-frontend,web-dashboard,Frontend,Auto: Claude Sonnet 4.6
2026-05-20,copilot,copilot_premium_request,77,request,0.04,3.08,0.46,2.62,oscar,acme-frontend,web-dashboard,Frontend,Auto: Claude Sonnet 4.6
2026-05-20,copilot,copilot_premium_request,50,request,0.04,2.00,0.30,1.70,oscar,acme-frontend,web-dashboard,Frontend,GPT-5.3-Codex
2026-05-21,copilot,copilot_premium_request,51,request,0.04,2.04,0.31,1.73,alice,acme-platform,infra-tools,Platform Engineering,Auto: Claude Sonnet 4.6
2026-05-21,copilot,copilot_premium_request,73,request,0.04,2.92,0.44,2.48,alice,acme-platform,infra-tools,Platform Engineering,Auto: Claude Haiku 4.5
2026-05-21,copilot,copilot_premium_request,95,request,0.04,3.80,0.57,3.23,bob,acme-platform,billing-service,Platform Engineering,Auto: Claude Sonnet 4.6
2026-05-21,copilot,copilot_premium_request,66,request,0.04,2.64,0.40,2.24,bob,acme-platform,infra-tools,Platform Engineering,Auto: Claude Sonnet 4.6
2026-05-21,copilot,copilot_premium_request,68,request,0.04,2.72,0.41,2.31,heidi,acme-platform,infra-tools,Platform Engineering,Auto: Claude Sonnet 4.6
2026-05-21,copilot,copilot_premium_request,56,request,0.04,2.24,0.34,1.90,ivan,acme-platform,core-api,Platform Engineering,GPT-5.4
2026-05-21,copilot,copilot_premium_request,82,request,0.04,3.28,0.49,2.79,carol,acme-data,feature-store,Data Science,Claude Opus 4.7
2026-05-21,copilot,copilot_premium_request,51,request,0.04,2.04,0.31,1.73,carol,acme-data,feature-store,Data Science,Claude Sonnet 4.6
2026-05-21,copilot,copilot_premium_request,51,request,0.04,2.04,0.31,1.73,dave,acme-data,feature-store,Data Science,GPT-5.4
2026-05-21,copilot,copilot_premium_request,66,request,0.04,2.64,0.40,2.24,judy,acme-data,ml-pipeline,Data Science,Auto: Gemini 2.5 Pro
2026-05-21,copilot,copilot_premium_request,46,request,0.04,1.84,0.28,1.56,erin,acme-mobile,android-app,Mobile,GPT-5.3-Codex
2026-05-21,copilot,copilot_premium_request,35,request,0.04,1.40,0.21,1.19,erin,acme-mobile,ios-app,Mobile,Auto: Claude Sonnet 4.6
2026-05-21,copilot,copilot_premium_request,43,request,0.04,1.72,0.26,1.46,mallory,acme-mobile,ios-app,Mobile,Claude Sonnet 4.6
2026-05-21,copilot,copilot_premium_request,51,request,0.04,2.04,0.31,1.73,mallory,acme-mobile,android-app,Mobile,Auto: Claude Haiku 4.5
2026-05-21,copilot,copilot_premium_request,95,request,0.04,3.80,0.57,3.23,frank,acme-frontend,design-system,Frontend,GPT-5.4
2026-05-21,copilot,copilot_premium_request,34,request,0.04,1.36,0.20,1.16,grace,acme-frontend,web-dashboard,Frontend,Claude Sonnet 4.6
2026-05-21,copilot,copilot_premium_request,36,request,0.04,1.44,0.22,1.22,grace,acme-frontend,design-system,Frontend,Auto: Claude Sonnet 4.6
2026-05-21,copilot,copilot_premium_request,36,request,0.04,1.44,0.22,1.22,oscar,acme-frontend,design-system,Frontend,Auto: Claude Sonnet 4.6
2026-05-21,copilot,copilot_premium_request,29,request,0.04,1.16,0.17,0.99,oscar,acme-frontend,web-dashboard,Frontend,Auto: Claude Haiku 4.5
2026-05-22,copilot,copilot_premium_request,71,request,0.04,2.84,0.43,2.41,alice,acme-platform,billing-service,Platform Engineering,GPT-5.3-Codex
2026-05-22,copilot,copilot_premium_request,80,request,0.04,3.20,0.48,2.72,alice,acme-platform,billing-service,Platform Engineering,Auto: Claude Sonnet 4.6
2026-05-22,copilot,copilot_premium_request,30,request,0.04,1.20,0.18,1.02,bob,acme-platform,infra-tools,Platform Engineering,GPT-5.3-Codex
2026-05-22,copilot,copilot_premium_request,27,request,0.04,1.08,0.16,0.92,bob,acme-platform,core-api,Platform Engineering,Claude Opus 4.7
2026-05-22,copilot,copilot_premium_request,67,request,0.04,2.68,0.40,2.28,heidi,acme-platform,core-api,Platform Engineering,Claude Sonnet 4.6
2026-05-22,copilot,copilot_premium_request,73,request,0.04,2.92,0.44,2.48,heidi,acme-platform,infra-tools,Platform Engineering,Auto: Claude Sonnet 4.6
2026-05-22,copilot,copilot_premium_request,91,request,0.04,3.64,0.55,3.09,dave,acme-data,ml-pipeline,Data Science,Auto: Claude Sonnet 4.6
2026-05-22,copilot,copilot_premium_request,78,request,0.04,3.12,0.47,2.65,dave,acme-data,ml-pipeline,Data Science,Auto: GPT-5.3-Codex
2026-05-22,copilot,copilot_premium_request,64,request,0.04,2.56,0.38,2.18,judy,acme-data,feature-store,Data Science,Claude Sonnet 4.6
2026-05-22,copilot,copilot_premium_request,56,request,0.04,2.24,0.34,1.90,judy,acme-data,ml-pipeline,Data Science,Claude Opus 4.7
2026-05-22,copilot,copilot_premium_request,78,request,0.04,3.12,0.47,2.65,erin,acme-mobile,ios-app,Mobile,Claude Sonnet 4.6
2026-05-22,copilot,copilot_premium_request,57,request,0.04,2.28,0.34,1.94,erin,acme-mobile,ios-app,Mobile,Claude Sonnet 4.6
2026-05-22,copilot,copilot_premium_request,70,request,0.04,2.80,0.42,2.38,mallory,acme-mobile,android-app,Mobile,Claude Sonnet 4.6
2026-05-22,copilot,copilot_premium_request,75,request,0.04,3.00,0.45,2.55,frank,acme-frontend,web-dashboard,Frontend,Claude Sonnet 4.6
2026-05-22,copilot,copilot_premium_request,45,request,0.04,1.80,0.27,1.53,oscar,acme-frontend,design-system,Frontend,Auto: Gemini 2.5 Pro
2026-05-23,copilot,copilot_premium_request,32,request,0.04,1.28,0.19,1.09,alice,acme-platform,infra-tools,Platform Engineering,Claude Opus 4.7
2026-05-23,copilot,copilot_premium_request,24,request,0.04,0.96,0.14,0.82,bob,acme-platform,infra-tools,Platform Engineering,Auto: GPT-5.3-Codex
2026-05-23,copilot,copilot_premium_request,27,request,0.04,1.08,0.16,0.92,bob,acme-platform,infra-tools,Platform Engineering,Auto: GPT-5.3-Codex
2026-05-23,copilot,copilot_premium_request,27,request,0.04,1.08,0.16,0.92,heidi,acme-platform,core-api,Platform Engineering,Claude Sonnet 4.6
2026-05-23,copilot,copilot_premium_request,30,request,0.04,1.20,0.18,1.02,heidi,acme-platform,billing-service,Platform Engineering,Auto: Claude Haiku 4.5
2026-05-23,copilot,copilot_premium_request,28,request,0.04,1.12,0.17,0.95,ivan,acme-platform,infra-tools,Platform Engineering,Auto: GPT-5.3-Codex
2026-05-23,copilot,copilot_premium_request,24,request,0.04,0.96,0.14,0.82,ivan,acme-platform,infra-tools,Platform Engineering,Auto: Claude Haiku 4.5
2026-05-23,copilot,copilot_premium_request,46,request,0.04,1.84,0.28,1.56,carol,acme-data,ml-pipeline,Data Science,GPT-5.4
2026-05-23,copilot,copilot_premium_request,31,request,0.04,1.24,0.19,1.05,carol,acme-data,ml-pipeline,Data Science,Auto: Claude Haiku 4.5
2026-05-23,copilot,copilot_premium_request,21,request,0.04,0.84,0.13,0.71,dave,acme-data,feature-store,Data Science,GPT-5.3-Codex
2026-05-23,copilot,copilot_premium_request,28,request,0.04,1.12,0.17,0.95,dave,acme-data,ml-pipeline,Data Science,Claude Haiku 4.5
2026-05-23,copilot,copilot_premium_request,20,request,0.04,0.80,0.12,0.68,erin,acme-mobile,ios-app,Mobile,Claude Opus 4.7
2026-05-23,copilot,copilot_premium_request,25,request,0.04,1.00,0.15,0.85,frank,acme-frontend,web-dashboard,Frontend,Claude Opus 4.7
2026-05-23,copilot,copilot_premium_request,30,request,0.04,1.20,0.18,1.02,grace,acme-frontend,design-system,Frontend,Claude Sonnet 4.6
2026-05-23,copilot,copilot_premium_request,40,request,0.04,1.60,0.24,1.36,grace,acme-frontend,web-dashboard,Frontend,Auto: GPT-5.3-Codex
2026-05-23,copilot,copilot_premium_request,16,request,0.04,0.64,0.10,0.54,oscar,acme-frontend,web-dashboard,Frontend,Claude Haiku 4.5
2026-05-24,copilot,copilot_premium_request,12,request,0.04,0.48,0.07,0.41,alice,acme-platform,infra-tools,Platform Engineering,GPT-5.3-Codex
2026-05-24,copilot,copilot_premium_request,19,request,0.04,0.76,0.11,0.65,alice,acme-platform,core-api,Platform Engineering,Code Review model
2026-05-24,copilot,copilot_premium_request,22,request,0.04,0.88,0.13,0.75,heidi,acme-platform,infra-tools,Platform Engineering,Auto: Claude Haiku 4.5
